Game ID,Year,Region,Team Blue,Team Red,Winner,FT5 Winner,Champ 1,Champ 2,Champ 3,Champ 4,Champ 5,Champ 6,Champ 7,Champ 8,Champ 9,Champ 10
68810,2025,LEC,Karmine Corp,Fnatic,Karmine Corp,Karmine Corp,Jayce,Wukong,Hwei,Draven,Nautilus,Sion,Pantheon,Viktor,Kalista,Rell
68811,2025,LEC,Fnatic,Karmine Corp,Karmine Corp,Karmine Corp,Rumble,Skarner,Ryze,Xayah,Rakan,Galio,Xin Zhao,Zoe,Lucian,Nami
68812,2025,LEC,Fnatic,Karmine Corp,Karmine Corp,Karmine Corp,Ornn,Naafiri,Yone,Ezreal,Neeko,Renekton,Maokai,Azir,Miss Fortune,Karma
68845,2025,LEC,Movistar KOI,Karmine Corp,Karmine Corp,Karmine Corp,Gwen,Wukong,Ahri,Senna,Rell,Akali,Pantheon,Ryze,Kalista,Rakan
68846,2025,LEC,Movistar KOI,Karmine Corp,Movistar KOI,Movistar KOI,Neeko,Naafiri,Yone,Kaisa,Nautilus,Nidalee,Skarner,Azir,Lucian,Nami
68847,2025,LEC,Karmine Corp,Movistar KOI,Movistar KOI,Movistar KOI,Rumble,Nocturne,Viktor,Jhin,Gragas,Varus,Xin Zhao,Kassadin,Tristana,Alistar
68848,2025,LEC,Karmine Corp,Movistar KOI,Karmine Corp,Karmine Corp,Sion,Lillia,Corki,Sivir,Leona,Ambessa,Ivern,Smolder,Ezreal,Poppy
68849,2025,LEC,Movistar KOI,Karmine Corp,Movistar KOI,Karmine Corp,KSante,Maokai,Cassiopeia,Jinx,Blitzcrank,Renekton,Sejuani,Sylas,Miss Fortune,Galio
68850,2025,LEC,Farenvehn,Maze Gaming,Maze Gaming,Maze Gaming,Yorick,Pantheon,Annie,Kaisa,Rakan,Mordekaiser,Xin Zhao,Azir,Lucian,Braum
69035,2025,LEC,G2 Esports,Movistar KOI,Movistar KOI,Movistar KOI,Gnar,Wukong,Taliyah,Kalista,Neeko,Gwen,Xin Zhao,Ahri,Xayah,Rakan
69036,2025,LEC,G2 Esports,Movistar KOI,Movistar KOI,Movistar KOI,Camille,Trundle,Ryze,Senna,Nautilus,Ambessa,Pantheon,Galio,Varus,Rell
69037,2025,LEC,G2 Esports,Movistar KOI,G2 Esports,G2 Esports,Sion,Vi,Annie,Kaisa,Alistar,Nidalee,Poppy,Sylas,Zeri,Braum
69038,2025,LEC,Movistar KOI,G2 Esports,Movistar KOI,G2 Esports,KSante,Naafiri,Kassadin,Ezreal,Leona,Dr. Mundo,Skarner,Orianna,Jinx,Thresh
69040,2025,LEC,Esprit Shonen,Team Valiant,Esprit Shonen,Esprit Shonen,Renekton,Poppy,Ahri,Miss Fortune,Braum,Rumble,Vi,Taliyah,Senna,Nautilus
70364,2025,LEC,Natus Vincere,Karmine Corp,Karmine Corp,Karmine Corp,Aatrox,Pantheon,Orianna,Yunara,Alistar,Sion,Wukong,Taliyah,Xayah,Rakan
70365,2025,LEC,Karmine Corp,Natus Vincere,Karmine Corp,Karmine Corp,KSante,Xin Zhao,Ryze,Ezreal,Nautilus,Chogath,Jarvan IV,Yone,Kaisa,Neeko
70367,2025,LEC,Team Heretics,Fnatic,Fnatic,Team Heretics,KSante,Nocturne,Taliyah,Yunara,Rell,Rumble,Wukong,Orianna,Kaisa,Alistar
70368,2025,LEC,Team Heretics,Fnatic,Team Heretics,Team Heretics,Camille,Sejuani,Ryze,Aphelios,Thresh,Ambessa,Pantheon,Annie,Lucian,Braum
70369,2025,LEC,Fnatic,Team Heretics,Fnatic,Fnatic,Gragas,Trundle,Syndra,Ezreal,Neeko,Aatrox,Jax,Aurora,Xayah,Rakan
70370,2025,LEC,Team BDS,SK Gaming,Team BDS,Team BDS,Aurora,Wukong,Sylas,Jinx,Rell,Rumble,Trundle,Azir,Corki,Nautilus
70371,2025,LEC,SK Gaming,Team BDS,Team BDS,SK Gaming,Ambessa,Pantheon,Ryze,Kaisa,Leona,Jayce,Sejuani,Viktor,Aphelios,Braum
70373,2025,LEC,GIANTX,Karmine Corp,Karmine Corp,GIANTX,Gwen,Trundle,Orianna,Lucian,Alistar,Jax,Jarvan IV,Ryze,Ezreal,Neeko
70374,2025,LEC,GIANTX,Karmine Corp,GIANTX,GIANTX,Sion,Xin Zhao,Annie,Jinx,Rell,KSante,Pantheon,Aurora,Aphelios,Thresh
70375,2025,LEC,Karmine Corp,GIANTX,Karmine Corp,Karmine Corp,Galio,Skarner,Azir,Xayah,Rakan,Rumble,Vi,Sylas,Corki,Nautilus
70376,2025,LEC,SK Gaming,Fnatic,Fnatic,Fnatic,Gwen,Pantheon,Ryze,Kaisa,Nautilus,Rumble,Wukong,Orianna,Yunara,Braum
70377,2025,LEC,SK Gaming,Fnatic,Fnatic,SK Gaming,KSante,Xin Zhao,Taliyah,Lucian,Rakan,Jayce,Maokai,Yone,Ezreal,Bard
70379,2025,LEC,GIANTX,Team Vitality,GIANTX,GIANTX,Ambessa,Sejuani,Azir,Corki,Rell,KSante,Maokai,Ziggs,Lucian,Braum
70380,2025,LEC,Team Vitality,GIANTX,GIANTX,Team Vitality,Ornn,Trundle,Viktor,Jhin,Bard,Rumble,Wukong,Orianna,Sivir,Rakan
70382,2025,LEC,MY STAR,Forsaken,Forsaken,N/A,,,,,,,,,,
70712,2025,LEC,G2 Esports,Team Heretics,G2 Esports,G2 Esports,Sion,Poppy,Annie,Jinx,Alistar,KSante,Wukong,Azir,Yunara,Braum
70713,2025,LEC,G2 Esports,Team Heretics,G2 Esports,G2 Esports,Jax,Pantheon,Orianna,Caitlyn,Bard,Gragas,Xin Zhao,Viktor,Miss Fortune,Rakan
70715,2025,LEC,Movistar KOI,GIANTX,GIANTX,GIANTX,Aurora,Wukong,Azir,Sivir,Neeko,KSante,Trundle,Taliyah,Kaisa,Nautilus
70716,2025,LEC,Movistar KOI,GIANTX,Movistar KOI,Movistar KOI,Sion,Pantheon,Galio,Ezreal,Rakan,Chogath,Xin Zhao,Orianna,Xayah,Rell
70717,2025,LEC,GIANTX,Movistar KOI,Movistar KOI,GIANTX,Rumble,Maokai,Yone,Jhin,Bard,Ornn,Poppy,Ryze,Aphelios,Alistar
70718,2025,LEC,Fnatic,Team BDS,Fnatic,Fnatic,Rumble,Jarvan IV,Ryze,Varus,Alistar,Sion,Xin Zhao,Viktor,Aphelios,Rakan
70719,2025,LEC,Fnatic,Team BDS,Fnatic,Team BDS,Yorick,Poppy,Azir,Yunara,Neeko,Jayce,Sejuani,Taliyah,Smolder,Karma
70721,2025,LEC,Karmine Corp,Movistar KOI,Karmine Corp,Karmine Corp,Rumble,Skarner,Azir,Yunara,Milio,Aurora,Lillia,Yone,Aphelios,Alistar
70722,2025,LEC,Movistar KOI,Karmine Corp,Movistar KOI,Karmine Corp,Ambessa,Poppy,Taliyah,Sivir,Rakan,Sion,Xin Zhao,Annie,Jinx,Lulu
70723,2025,LEC,Karmine Corp,Movistar KOI,Karmine Corp,Karmine Corp,KSante,Vi,Viktor,Corki,Neeko,Ornn,Pantheon,Orianna,Xayah,Rell
70724,2025,LEC,LYON Academy,Zeu5 Esports,Zeu5 Esports,Zeu5 Esports,Rumble,Wukong,Viktor,Varus,Leona,Gwen,Xin Zhao,Yone,Jhin,Neeko
70725,2025,LEC,LYON Academy,Zeu5 Esports,LYON Academy,LYON Academy,Yorick,Nocturne,Taliyah,Draven,Braum,Chogath,Shyvana,Syndra,Yunara,Nautilus
70726,2025,LEC,Zeu5 Esports,LYON Academy,Zeu5 Esports,Zeu5 Esports,Aurora,Nunu,Hwei,Xayah,Rakan,Galio,Poppy,Annie,Lucian,Nami
71025,2025,LEC,Movistar KOI,Natus Vincere,Movistar KOI,Natus Vincere,Ambessa,Trundle,Azir,Kaisa,Rakan,Sion,Zyra,Akali,Jinx,Leona
71026,2025,LEC,Natus Vincere,Movistar KOI,Movistar KOI,Movistar KOI,Jayce,Wukong,Ryze,Xayah,Alistar,Rumble,Pantheon,Taliyah,Corki,Neeko
71028,2025,LEC,Team Heretics,SK Gaming,SK Gaming,Team Heretics,KSante,Brand,Corki,Varus,Nautilus,Aurora,Nocturne,Orianna,Sivir,Rell
71029,2025,LEC,Team Heretics,SK Gaming,Team Heretics,Team Heretics,Rumble,Lillia,Yone,Jhin,Rakan,Ambessa,Trundle,Taliyah,Lucian,Bard
71030,2025,LEC,SK Gaming,Team Heretics,SK Gaming,SK Gaming,Gwen,Vi,Galio,Jinx,Lulu,Jax,Poppy,Ryze,Aphelios,Neeko
71031,2025,LEC,Team Vitality,Natus Vincere,Team Vitality,Team Vitality,Rumble,Jarvan IV,Orianna,Xayah,Rakan,Jayce,Pantheon,Viktor,Corki,Bard
71032,2025,LEC,Natus Vincere,Team Vitality,Team Vitality,Team Vitality,Sion,Wukong,Ryze,Lucian,Braum,Ambessa,Xin Zhao,Annie,Ziggs,Alistar
71034,2025,LEC,Fnatic,G2 Esports,G2 Esports,G2 Esports,Sion,Jarvan IV,Azir,Lucian,Braum,Kled,Pantheon,Taliyah,Kaisa,Alistar
71035,2025,LEC,Fnatic,G2 Esports,G2 Esports,Fnatic,KSante,Wukong,Annie,Jhin,Neeko,RekSai,Xin Zhao,Galio,Ezreal,Karma
71037,2025,LEC,Karmine Corp,Team Vitality,Karmine Corp,Karmine Corp,Rumble,Poppy,Azir,Yunara,Rakan,Ambessa,Xin Zhao,Taliyah,Kaisa,Rell
71038,2025,LEC,Karmine Corp,Team Vitality,Team Vitality,Team Vitality,Jayce,Vi,Annie,Corki,Leona,Yorick,Jarvan IV,Ryze,Ziggs,Alistar
71039,2025,LEC,Karmine Corp,Team Vitality,Team Vitality,Karmine Corp,Gnar,Wukong,Galio,Sivir,Karma,KSante,Trundle,Orianna,Xayah,Pyke
71040,2025,LEC,G2 Esports,Team BDS,G2 Esports,Team BDS,KSante,Trundle,Annie,Yunara,Braum,Ambessa,Wukong,Azir,Corki,Nautilus
71041,2025,LEC,G2 Esports,Team BDS,G2 Esports,G2 Esports,Dr. Mundo,Poppy,Orianna,Xayah,Rakan,Jax,Sejuani,Viktor,Aphelios,Blitzcrank
71514,2025,LEC,SK Gaming,G2 Esports,G2 Esports,G2 Esports,Gwen,Trundle,Ryze,Corki,Nautilus,Jax,Jarvan IV,Annie,Xayah,Rakan
71515,2025,LEC,G2 Esports,SK Gaming,G2 Esports,SK Gaming,Sion,Dr. Mundo,Orianna,Kaisa,Neeko,Yone,Poppy,Akali,Ezreal,Bard
71517,2025,LEC,Team BDS,Team Heretics,Team Heretics,Team Heretics,Sion,Wukong,Orianna,Kaisa,Rell,Gwen,Sejuani,Jayce,Corki,Nautilus
71518,2025,LEC,Team Heretics,Team BDS,Team BDS,Team BDS,Rumble,Xin Zhao,Sylas,Xayah,Rakan,Aurora,Vi,Taliyah,Aphelios,Alistar
71519,2025,LEC,Team Heretics,Team BDS,Team Heretics,Team Heretics,KSante,Brand,Yone,Ezreal,Leona,Ambessa,Skarner,Ryze,Zeri,Neeko
71520,2025,LEC,Team Vitality,Movistar KOI,Movistar KOI,Movistar KOI,Aurora,Pantheon,Ryze,Corki,Rakan,Rumble,Poppy,Orianna,Yunara,Rell
71521,2025,LEC,Movistar KOI,Team Vitality,Movistar KOI,Movistar KOI,Gwen,Wukong,Yone,Sivir,Braum,Yasuo,Xin Zhao,Twisted Fate,Xayah,Nautilus
71523,2025,LEC,Natus Vincere,GIANTX,GIANTX,Natus Vincere,Olaf,Wukong,Akali,Jhin,Rell,Sion,Xin Zhao,Annie,Varus,Gragas
71524,2025,LEC,Natus Vincere,GIANTX,GIANTX,GIANTX,Jayce,Sejuani,Azir,Xayah,Rakan,Aurora,Maokai,Yone,Ezreal,Nautilus
71526,2025,LEC,Grow uP eSports,Team High Ground,Grow uP eSports,Team High Ground,Dr. Mundo,Pantheon,Azir,Xayah,Rakan,Yorick,Trundle,Ryze,Jhin,Nautilus
71527,2025,LEC,Papo Secos,GTZ Esports,GTZ Esports,GTZ Esports,Aatrox,Wukong,Orianna,Yunara,Alistar,Riven,Viego,Ryze,Aphelios,Rell
71528,2025,LEC,FlameHard,Leoes Porto Salvo Esports,FlameHard,FlameHard,KSante,Pantheon,Viktor,Yunara,Rell,Renekton,Neeko,Akali,Kaisa,Nautilus
71841,2025,LEC,Team Heretics,Team Vitality,Team Heretics,Team Heretics,Sion,Nocturne,Orianna,Aphelios,Thresh,Rumble,Xin Zhao,Galio,Xayah,Rakan
71842,2025,LEC,Team Vitality,Team Heretics,Team Vitality,Team Vitality,Ambessa,Vi,Ryze,Kaisa,Alistar,KSante,Brand,Jayce,Corki,Rell
71843,2025,LEC,Team Heretics,Team Vitality,Team Vitality,Team Vitality,Yorick,Wukong,Azir,Sivir,Braum,Aatrox,Pantheon,Taliyah,Jinx,Neeko
71844,2025,LEC,Team Heretics,Team Vitality,Team Vitality,Team Vitality,Jax,Jarvan IV,Tristana,Ziggs,Leona,Dr. Mundo,Sejuani,Hwei,Varus,Pyke
71846,2025,LEC,GIANTX,Team BDS,GIANTX,GIANTX,Yorick,Vi,Azir,Kaisa,Rakan,Ambessa,Wukong,Ziggs,Ezreal,Bard
71847,2025,LEC,Team BDS,GIANTX,GIANTX,GIANTX,Aurora,Jax,Viktor,Yunara,Braum,KSante,Xin Zhao,Annie,Corki,Rell
71848,2025,LEC,GIANTX,Team BDS,GIANTX,GIANTX,Gnar,Maokai,Yone,Varus,Alistar,Aatrox,Pantheon,Taliyah,Jhin,Gragas
71851,2025,LEC,Karmine Corp,G2 Esports,Karmine Corp,G2 Esports,Rumble,Skarner,Orianna,Corki,Nautilus,Kled,Poppy,LeBlanc,Kaisa,Rell
71852,2025,LEC,Karmine Corp,G2 Esports,G2 Esports,G2 Esports,Aurora,Wukong,Akali,Zeri,Rakan,KSante,Xin Zhao,Viktor,Sivir,Alistar
71853,2025,LEC,Karmine Corp,G2 Esports,G2 Esports,G2 Esports,Gnar,Pantheon,Galio,Lucian,Nami,Yorick,Jarvan IV,Ryze,Ezreal,Karma
71854,2025,LEC,G2 Esports,Karmine Corp,G2 Esports,G2 Esports,Sion,Volibear,Ziggs,Yunara,Braum,Jayce,Sejuani,Azir,Jhin,Maokai
71856,2025,LEC,Movistar KOI,Fnatic,Fnatic,Fnatic,Varus,Xin Zhao,Galio,Xayah,Rakan,Aurora,Wukong,Orianna,Sivir,Rell
71857,2025,LEC,Movistar KOI,Fnatic,Movistar KOI,Fnatic,Akali,Pantheon,Yone,Tristana,Alistar,Gwen,Vi,Corki,Kaisa,Neeko
71858,2025,LEC,Fnatic,Movistar KOI,Movistar KOI,Fnatic,KSante,Jarvan IV,Annie,Ezreal,Poppy,Yorick,Nocturne,Ryze,Aphelios,Braum
71859,2025,LEC,Fnatic,Movistar KOI,Fnatic,Movistar KOI,Sion,Ivern,Viktor,Twitch,Nautilus,RekSai,Qiyana,Taliyah,Jinx,Leona
71860,2025,LEC,Movistar KOI,Fnatic,Movistar KOI,Movistar KOI,Ambessa,Sejuani,Ziggs,Zeri,Bard,Renekton,Trundle,LeBlanc,Smolder,Maokai
71861,2025,LEC,Blue Otter,DarkZero Dragonsteel,DarkZero Dragonsteel,Blue Otter,Rumble,Vi,Lux,Corki,Nautilus,Galio,Xin Zhao,Orianna,Yunara,Leona
72357,2025,LEC,Karmine Corp,Team Vitality,Team Vitality,Team Vitality,Sion,Poppy,Taliyah,Yunara,Alistar,Rumble,Pantheon,Morgana,Varus,Nautilus
72358,2025,LEC,Karmine Corp,Team Vitality,Karmine Corp,Karmine Corp,Ambessa,Wukong,Orianna,Corki,Bard,Aatrox,Vi,Galio,Kaisa,Rell
72359,2025,LEC,Team Vitality,Karmine Corp,Karmine Corp,Karmine Corp,Yorick,Zed,Ryze,Sivir,Lulu,Chogath,Jarvan IV,Viktor,Ezreal,Braum
72360,2025,LEC,Team Vitality,Karmine Corp,Karmine Corp,Karmine Corp,Jayce,Sejuani,Zoe,Jhin,Tahm Kench,KSante,Xin Zhao,Aurora,Aphelios,Thresh
72362,2025,LEC,Fnatic,GIANTX,Fnatic,GIANTX,Rumble,Nocturne,Azir,Xayah,Rakan,KSante,Xin Zhao,Taliyah,Ezreal,Rell
72363,2025,LEC,GIANTX,Fnatic,Fnatic,Fnatic,Yorick,Sejuani,Orianna,Corki,Braum,Chogath,Wukong,Galio,Kaisa,Pyke
72364,2025,LEC,GIANTX,Fnatic,Fnatic,GIANTX,Ambessa,Nidalee,Sion,Sivir,Alistar,RekSai,Jarvan IV,Ryze,Vayne,Nautilus
72367,2025,LEC,Movistar KOI,G2 Esports,G2 Esports,G2 Esports,Sion,Wukong,Azir,Sivir,Braum,Kled,Xin Zhao,Taliyah,Zeri,Rell
72368,2025,LEC,Movistar KOI,G2 Esports,G2 Esports,G2 Esports,Yorick,Pantheon,Galio,Kaisa,Rakan,Renekton,Trundle,Orianna,Corki,Alistar
72369,2025,LEC,Movistar KOI,G2 Esports,Movistar KOI,G2 Esports,Gwen,Jarvan IV,Ryze,Ezreal,Bard,Jax,Volibear,Annie,Xayah,Neeko
72370,2025,LEC,G2 Esports,Movistar KOI,G2 Esports,G2 Esports,KSante,Zyra,Tristana,Yunara,Renata Glasc,Gnar,Vi,Ziggs,Jinx,Nautilus
72372,2025,LEC,Senshi eSports,ZennIT,Senshi eSports,ZennIT,Ambessa,Volibear,Ryze,Yunara,Leona,Shen,Xin Zhao,Hwei,Aphelios,Rell
72491,2025,LEC,Karmine Corp,Fnatic,Fnatic,Fnatic,KSante,Xin Zhao,Orianna,Varus,Braum,Ambessa,Wukong,Galio,Kaisa,Alistar
72492,2025,LEC,Karmine Corp,Fnatic,Fnatic,Karmine Corp,Rumble,Jarvan IV,Yone,Ezreal,Leona,Sion,Vi,Taliyah,Zeri,Taric
72493,2025,LEC,Karmine Corp,Fnatic,Karmine Corp,Fnatic,Jax,Maokai,Viktor,Sivir,Nautilus,Gragas,Naafiri,Twisted Fate,Corki,Rell
72494,2025,LEC,Fnatic,Karmine Corp,Fnatic,Fnatic,Gwen,Poppy,Aurora,Yunara,Renata Glasc,Aatrox,Ivern,Ryze,Xayah,Rakan
72496,2025,LEC,Anyone s Legend,Top Esports,Top Esports,N/A,Sion,Naafiri,Annie,Kaisa,Alistar,Aatrox,Wukong,Ryze,Yunara,Neeko
72633,2025,LEC,Movistar KOI,Fnatic,Movistar KOI,Movistar KOI,Ambessa,Pantheon,Taliyah,Tristana,Alistar,RekSai,Vi,Galio,Kaisa,Gragas
72634,2025,LEC,Fnatic,Movistar KOI,Fnatic,Fnatic,Ornn,Nocturne,Orianna,Xayah,Rakan,Rumble,Wukong,Yone,Corki,Rell
72635,2025,LEC,Movistar KOI,Fnatic,Movistar KOI,Movistar KOI,KSante,Jarvan IV,Ziggs,Zeri,Nautilus,Yorick,Xin Zhao,Viktor,Lucian,Braum
72636,2025,LEC,Fnatic,Movistar KOI,Movistar KOI,Movistar KOI,Trundle,Poppy,Hwei,Varus,Leona,Sion,Naafiri,Ryze,Ezreal,Maokai
72638,2025,LEC,Hanwha Life eSports,Gen.G eSports,Gen.G eSports,Hanwha Life eSports,Aurora,Poppy,Orianna,Corki,Rell,Sion,Vi,Ryze,Ezreal,Neeko
72642,2025,LEC,Movistar KOI,G2 Esports,G2 Esports,G2 Esports,Sion,Maokai,Ryze,Yunara,Nautilus,Kled,Wukong,Cassiopeia,Xayah,Rakan
72643,2025,LEC,Movistar KOI,G2 Esports,G2 Esports,Movistar KOI,KSante,Xin Zhao,Orianna,Zeri,Rell,RekSai,Jarvan IV,Galio,Sivir,Alistar
72644,2025,LEC,Movistar KOI,G2 Esports,G2 Esports,G2 Esports,Yorick,Skarner,Azir,Kaisa,Neeko,Sett,Volibear,Taliyah,Caitlyn,Karma
72645,2025,LEC,FlyQuest,Vivo Keyd Stars,FlyQuest,FlyQuest,KSante,Wukong,Annie,Corki,Alistar,Rumble,Jarvan IV,Galio,Kaisa,Poppy
72646,2025,LEC,Vivo Keyd Stars,FlyQuest,FlyQuest,FlyQuest,Aatrox,Xin Zhao,Azir,Sivir,Rell,Ambessa,Vi,Taliyah,Senna,Leona
72647,2025,LEC,FlyQuest,Vivo Keyd Stars,Vivo Keyd Stars,Vivo Keyd Stars,Renekton,Skarner,Orianna,Ezreal,Karma,Gnar,Nocturne,Akali,Jhin,Neeko
62896,2025,LPL,Weibo Gaming,OMG,Weibo Gaming,N/A,KSante,Viego,Aurora,Ashe,Braum,Gnar,Nocturne,Orianna,Varus,Neeko
62897,2025,LPL,OMG,Weibo Gaming,Weibo Gaming,N/A,Rumble,Maokai,Ambessa,Jhin,Rell,Jayce,Wukong,Viktor,Miss Fortune,Rakan
62898,2025,LPL,OMG,Weibo Gaming,Weibo Gaming,N/A,Aatrox,Zyra,Yone,Ziggs,Leona,Jax,Sejuani,Sylas,Jinx,Poppy
62901,2025,LPL,LNG Esports,TT,LNG Esports,N/A,KSante,Pantheon,Vladimir,Kalista,Neeko,Rumble,Vi,Aurora,Ezreal,Leona
62902,2025,LPL,TT,LNG Esports,TT,N/A,Gnar,Wukong,Akali,Kaisa,Rakan,Renekton,Lee Sin,Taliyah,Corki,Rell
62903,2025,LPL,LNG Esports,TT,TT,N/A,Jax,Volibear,Yone,Ashe,Braum,Gragas,Xin Zhao,Viktor,Varus,Karma
62904,2025,LPL,LNG Esports,TT,TT,N/A,Ambessa,Sejuani,Sylas,Twitch,Lulu,Poppy,Viego,Azir,Jinx,Blitzcrank
62906,2025,LPL,Royal Never Give Up,Funplus Phoenix,Funplus Phoenix,N/A,Jax,Viego,Orianna,Ashe,Braum,KSante,Vi,Aurora,Kalista,Neeko
62907,2025,LPL,Royal Never Give Up,Funplus Phoenix,Royal Never Give Up,N/A,Ambessa,Lee Sin,Akali,Varus,Nautilus,Jayce,Wukong,Sylas,Miss Fortune,Rakan
62908,2025,LPL,Funplus Phoenix,Royal Never Give Up,Royal Never Give Up,N/A,Gnar,Sejuani,Taliyah,Jinx,Rell,Renekton,Xin Zhao,Ahri,Aphelios,Thresh
62909,2025,LPL,Funplus Phoenix,Royal Never Give Up,Royal Never Give Up,N/A,Udyr,Nidalee,Corki,Sivir,Leona,Aatrox,Karthus,Yone,Tristana,Alistar
62911,2025,LPL,Ultra Prime,Weibo Gaming,Weibo Gaming,N/A,KSante,Wukong,Akali,Ashe,Braum,Ambessa,Vi,Aurora,Varus,Rell
62912,2025,LPL,Ultra Prime,Weibo Gaming,Ultra Prime,N/A,Galio,Viego,Sylas,Kalista,Neeko,Rumble,Lee Sin,Viktor,Miss Fortune,Nautilus
62913,2025,LPL,Weibo Gaming,Ultra Prime,Weibo Gaming,N/A,Jax,Pantheon,Ahri,Corki,Rakan,Gragas,Xin Zhao,Taliyah,Ezreal,Leona
62914,2025,LPL,Ultra Prime,Weibo Gaming,Weibo Gaming,N/A,Udyr,Kindred,Orianna,Xayah,Bard,Gnar,Nocturne,Syndra,Jinx,Blitzcrank
62916,2025,LPL,LGD Gaming,Anyone s Legend,Anyone s Legend,N/A,KSante,Lee Sin,Aurora,Varus,Rell,Jayce,Wukong,Akali,Corki,Rakan
62917,2025,LPL,LGD Gaming,Anyone s Legend,Anyone s Legend,N/A,Udyr,Sejuani,Yone,Jinx,Braum,Ambessa,Xin Zhao,Sylas,Miss Fortune,Bard
62918,2025,LPL,LGD Gaming,Anyone s Legend,Anyone s Legend,N/A,Rumble,Viego,Ahri,Xayah,Leona,Galio,Nocturne,LeBlanc,Kaisa,Alistar
62921,2025,LPL,Edward Gaming,Bilibili Gaming,Bilibili Gaming,N/A,Rumble,Viego,Viktor,Varus,Rell,KSante,Zyra,Corki,Miss Fortune,Alistar
62922,2025,LPL,Edward Gaming,Bilibili Gaming,Bilibili Gaming,N/A,Ambessa,Xin Zhao,Aurora,Xayah,Poppy,Jayce,Vi,Vladimir,Ezreal,Leona
62923,2025,LPL,Edward Gaming,Bilibili Gaming,Bilibili Gaming,N/A,Gangplank,Lee Sin,Taliyah,Ashe,Braum,Gnar,Wukong,Swain,Jhin,Rakan
62926,2025,LPL,Top Esports,Team WE,Top Esports,N/A,KSante,Nocturne,Orianna,Corki,Leona,Jayce,Rengar,Viktor,Varus,Rakan
62927,2025,LPL,Team WE,Top Esports,Top Esports,N/A,Renekton,Wukong,Aurora,Ezreal,Braum,Gnar,Vi,Vladimir,Miss Fortune,Alistar
62928,2025,LPL,Team WE,Top Esports,Top Esports,N/A,Aatrox,Sejuani,Yone,Ziggs,Pyke,Camille,Zyra,Smolder,Ashe,Rell
62931,2025,LPL,NS Esports Academy,DNF Challengers,DNF Challengers,DNF Challengers,KSante,Maokai,Corki,Jhin,Leona,Jayce,Sejuani,Taliyah,Caitlyn,Braum
63068,2025,LPL,JD Gaming,Ultra Prime,JD Gaming,N/A,KSante,Nidalee,Jayce,Ziggs,Leona,Rumble,Xin Zhao,Aurora,Varus,Rell
63069,2025,LPL,Ultra Prime,JD Gaming,JD Gaming,N/A,Renekton,Lillia,Yone,Xayah,Rakan,Maokai,Zyra,Ambessa,Jinx,Nautilus
63070,2025,LPL,Ultra Prime,JD Gaming,JD Gaming,N/A,Jax,Vi,Tryndamere,Kaisa,Elise,Ornn,Wukong,Viktor,Ezreal,Galio
63073,2025,LPL,Edward Gaming,TT,Edward Gaming,N/A,KSante,Wukong,Taliyah,Varus,Rakan,Poppy,Vi,Ahri,Ashe,Braum
63074,2025,LPL,TT,Edward Gaming,TT,N/A,Ornn,Xin Zhao,Aurora,Ezreal,Leona,Jayce,Lee Sin,Vladimir,Miss Fortune,Elise
63075,2025,LPL,Edward Gaming,TT,TT,N/A,Rumble,Viego,Ryze,Xayah,Rell,Ambessa,Sejuani,Akali,Jinx,Lulu
63076,2025,LPL,Edward Gaming,TT,TT,N/A,Renekton,KhaZix,LeBlanc,Kalista,Neeko,Sion,Zyra,Yasuo,Ziggs,Nautilus
63078,2025,LPL,LGD Gaming,Team WE,LGD Gaming,N/A,Rumble,Sejuani,Yone,Ezreal,Rell,Galio,Xin Zhao,Aurora,Corki,Leona
63079,2025,LPL,Team WE,LGD Gaming,LGD Gaming,N/A,KSante,Wukong,Akali,Kaisa,Rakan,Ambessa,Lee Sin,Taliyah,Varus,Nautilus
63080,2025,LPL,Team WE,LGD Gaming,LGD Gaming,N/A,Ornn,Nocturne,Viktor,Caitlyn,Bard,Jax,Pantheon,Orianna,Ashe,Seraphine
63083,2025,LPL,OMG,JD Gaming,OMG,N/A,KSante,Xin Zhao,Aurora,Varus,Rakan,Jayce,Vi,Vladimir,Ashe,Braum
63084,2025,LPL,JD Gaming,OMG,JD Gaming,N/A,Renekton,Nidalee,Corki,Ezreal,Alistar,Ornn,Zyra,Smolder,Miss Fortune,Rell
63085,2025,LPL,OMG,JD Gaming,OMG,N/A,Maokai,Nocturne,Orianna,Xayah,Leona,Ambessa,Wukong,Galio,Jinx,Nautilus
63086,2025,LPL,JD Gaming,OMG,JD Gaming,N/A,Kennen,Sejuani,Yone,KogMaw,Lulu,Gnar,Lillia,Sett,Kaisa,Elise
63087,2025,LPL,OMG,JD Gaming,JD Gaming,N/A,Sion,Poppy,Sylas,Lucian,Nami,Mordekaiser,Pantheon,Akali,Jhin,Karma
63088,2025,LPL,Top Esports,Anyone s Legend,Anyone s Legend,N/A,Ornn,Vi,Aurora,Ezreal,Alistar,Rumble,Xin Zhao,Galio,Corki,Rell
63089,2025,LPL,Top Esports,Anyone s Legend,Top Esports,N/A,KSante,Viego,Hwei,Ashe,Renata Glasc,Ambessa,Wukong,Akali,Jhin,Neeko
63090,2025,LPL,Anyone s Legend,Top Esports,Anyone s Legend,N/A,Gnar,Pantheon,Orianna,Ziggs,Leona,Renekton,Sejuani,Viktor,Miss Fortune,Maokai
